LOCATION CODE,REAL PROPERTY ASSET NAME,GSA REGION,STREET ADDRESS,CITY,STATE,ZIP CODE,LATITUDE,LONGITUDE,BUILDING RENATABLE SQUARE FEET,CONSTRUCTION DATE,CONGRESSIONAL DISTRICT,CONGRESSIONAL DISTRICT REPRESENTATIVE NAME,BUILDING STATUS,REAL PROPERTY ASSET TYPE,,
AK3338,Attorney'S Plaza,10,590 University Ave,Fairbanks,AK,99709,64.8467393,-147.81351,4446,2000,200,Mary Peltola,Active,Building,,
DC1449,St E; 20; Green Houses,11,2701 Martin Luther King Jr Ave Se,Washington,DC,20032,38.85361,-77.000351,17904,1902,1198,Eleanor Norton,Active,Structure,,
MD0439,300 West Pratt St.,3,300 W Pratt St,Baltimore,MD,21201,39.28667,-76.619671,3105,2000,2407,Kweisi Mfume,Active,Building,,
TX2570,Mercantile Bank Bldg,7,40 Ne Loop 410,San Antonio,TX,78216,29.51919,-98.490751,21610,2000,4820,Joaquin Castro,Active,Building,,
UT1399,Boulevard Off Park,8,134 N 200 E,St. George,UT,84770,37.11049,-113.579,3062,2000,4902,Chris Stewart,Active,Building,,
CA7288,Riverside Metro Center,9,3801 University Ave,Riverside,CA,92501,33.98322,-117.37578,29815,1990,639,Mark Takano,Active,Building,,
TX2772,Wells Fargo Plaza Tx2772,7,1000 Louisiana St,Houston,TX,77002,29.75849,-95.368401,132539,1986,4818,Sheila Jackson Lee,Active,Building,,
NC2645,Microsoft Way,4,7915 Microsoft Way,Charlotte,NC,28273,35.13992,-80.919981,171460,2000,3714,Jeff Jackson,Active,Building,,
TX2791,North Featherwood Drive,7,12650 N Featherwood Dr,Houston,TX,77034,29.61983,-95.214341,4808,2009,4829,Sylvia Garcia,Active,Building,,
OR6689,Southtowne Commerce Center,10,2795 Anderson Ave,Klamath Falls,OR,97603,42.1827819,-121.75544,8913,2000,4102,Cliff Bentz,Active,Building,,
CA7386,890 W. Morton,9,890 W Morton Ave,Porterville,CA,93257,36.07361,-119.03707,6686,2000,622,David Valadao,Active,Building,,
CA6421,Symphony Towers,9,750 B St,San Diego,CA,92101,32.71806,-117.15789,0,1989,650,Scott Peters,Active,Building,,
GA2442,Covington Professional Center,4,10155 Eagle Dr,Covington,GA,30014,33.5789359,-83.834873,16543,1995,1304,Henry Johnson,Active,Building,,
LA1320,Lakeway 3,7,3838 N Causeway Blvd,Metairie,LA,70002,30.01836,-90.155511,77759,2000,2201,Steve Scalise,Active,Building,,
GA2052,2635 Century Parkway,4,2635 Century Pkwy Ne,Atlanta,GA,30345,33.84886,-84.307061,22296,2000,1304,Henry Johnson,Active,Building,,
NC1394,Peak City Business Park - Building 6,4,2167 Energy Dr,Apex,NC,27502,35.7215431,-78.831564,8512,2000,3713,Wiley Nickel,Active,Building,,
IN1775,844 Miller Avenue,5,844 N Miller Ave,Marion,IN,46952,40.57308,-85.692002,7102,2000,1805,Victoria Spartz,Active,Building,,
NH6153,207 International Drive,1,207 International Dr,Portsmouth,NH,3801,43.074918,-70.7994,100706,2000,3301,Chris Pappas,Active,Building,,
IL2510,Peru Il Ssa Building,5,915 Wenzel Rd,Peru,IL,61354,41.35343,-89.118591,6706,2000,1714,Lauren Underwood,Active,Building,,
FL2292,Research Commons,4,12249 Science Dr,Orlando,FL,32826,28.58181,-81.196041,32522,2000,1210,Maxwell Frost,Active,Building,,
MI2189,Passenger Terminal,5,5315 W. Airport Drive,Kincheloe,MI,49788,46.258659,-84.47194,638,2000,2601,Jack Bergman,Active,Building,,
MT0572,"Piegan Poe - Housing Unit #3, Residence #3",8,5023 Us Highway 89 W,Babb,MT,59411,48.99371,-113.384,0,2003,3001,Ryan Zinke,Excess,Building,,
KY3117,Univ. Of Louisville - Shelby,4,440 N Whittington Pkwy,Louisville,KY,40222,38.253357,-85.58433,10000,2007,2103,Morgan McGarvey,Active,Building,,
WA7975,Northview Corporate Center,10,20700 44Th Ave W,Lynnwood,WA,98036,47.8108545,-122.29589,28993,1991,5302,Rick Larsen,Active,Building,,
KY3135,The Columns Of Hurstbourne Green,4,1661 Lyndon Farm Ct,Louisville,KY,40223,38.269251,-85.570898,40529,2000,2103,Morgan McGarvey,Active,Building,,
OK1516,Usao Office,7,520 Denison St,Muskogee,OK,74401,35.75282,-95.373171,33119,2011,4002,Josh Brecheen,Active,Building,,
MI3043,Waters Bldg,5,161 Ottawa Ave Nw,Grand Rapids,MI,49503,42.96685,-85.670611,8696,2010,2603,Hillary Scholten,Active,Building,,
AZ7468,Tsa 'On' Airport,9,7250 S Tucson Blvd,Tucson,AZ,85756,32.1209547,-110.93755,4665,1974,407,Raul Grijalva,Active,Building,,
CA8479,1145 Eugenia Place,9,1145 Eugenia Pl,Carpinteria,CA,93013,34.400115,-119.51657,5793,2000,624,Salud Carbajal,Active,Building,,
TX0439,Usbs Kika De La Garza Pharr Outbound T3 Canopy,7,9901 S Cage Blvd,Pharr,TX,78577,26.0889,-98.201171,3085,2014,4815,Monica De La Cruz,Active,Structure,,
GU8383,291 Chalan Pasaheru,9,Chalan Pasaheru,Tamuning,GU,96913,13.4917247,144.801334,30170,2014,6698,James Moylan,Active,Building,,
CA6947,40 Massie Circle,9,40 Massie Ct,Sacramento,CA,95823,38.476503,-121.42292,15629,1995,607,Doris Matsui,Active,Building,,
VT0653,"Lpoe Aphis Shed, Derby Line Rt-5",1,84 Main St,Derby Line,VT,5830,45.00479,-72.100591,0,1932,5000,Becca Balint,Active,Building,,
CO2002,Cherry Creek Place Iii,8,3151 S Vaughn Way,Aurora,CO,80014,39.65948,-104.839,18313,1981,806,Jason Crow,Active,Building,,
TX2711,100 Stanton Tower,7,100 N Stanton St,El Paso,TX,79901,31.7585565,-106.48585,7973,1981,4816,Veronica Escobar,Active,Building,,
DC0293,429 L'Enfant Plaza,11,"429 L'Enfant Plaza, Sw",Washington,DC,20024,38.883605,-77.02489,15977,1997,1198,Eleanor Norton,Active,Building,,
NC2421,New Market Square,4,1132 Henderson Dr,Jacksonville,NC,28540,34.782853,-77.424975,6940,2000,3703,Gregory Murphy,Active,Building,,
NY7248,Dea-Latham Ny,2,10 Hastings Dr,Latham,NY,12110,42.74537,-73.784031,31976,2000,3620,Paul Tonko,Active,Building,,
OK0072,"William J. Holloway, Jr. United States Courthouse",7,200 Nw 4Th St,Oklahoma City,OK,73102,35.47119,-97.517091,271648.77,1961,4005,Stephanie Bice,Active,Building,,
NC2133,129 W. Trade St. Bldg,4,129 W Trade St,Charlotte,NC,28202,35.22775,-80.844321,41266,2000,3714,Jeff Jackson,Active,Building,,
CA6856,33 New Montgomery St,9,33 New Montgomery St,San Francisco,CA,94105,37.78866,-122.40141,15777,1986,611,Nancy Pelosi,Active,Building,,
CA6902,355 Gellert Blvd,9,355 Gellert Blvd,Daly City,CA,94015,37.66598,-122.46772,7980,1979,615,Kevin Mullin,Active,Building,,
IL0311,Stanley J. Roszkowski U.S. Courthouse,5,327 S Church St,Rockford,IL,61101,42.2697906,-89.097357,172716.65,2011,1717,Eric Sorensen,Active,Building,,
MO2064,805 Penn,6,805 Pennsylvania Ave,Kansas City,MO,64105,39.1042937,-94.590877,119964.47,2000,2905,Emanuel Cleaver,Active,Building,,
CT0060,Ssa - Torrington,1,147 Litchfield St,West Torrington,CT,6790,41.7979474,-73.123714,5607.91,1969,905,Jahana Hayes,Active,Building,,
TX2898,Castle Hills Executive Plaza,7,1015 Jackson-Keller Rd,San Antonio,TX,78213,29.5046,-98.509201,38756,2000,4821,Chip Roy,Active,Building,,
MD0663,Std Magazine 912-B,3,Curtis Bay Depot,Curtis Bay,MD,21226,39.1917363,-76.547564,0,1911,2403,John Sarbanes,Excess,Building,,
WA7731,"Fairway Center - Tukwila, Wa",10,14240 Interurban Ave S,Tukwila,WA,98168,47.4759899,-122.25744,5710,2000,5309,Adam Smith,Active,Building,,
IN1748,Market Tower,5,10 W Market St,Indianapolis,IN,46204,39.768786,-86.159448,65928,2000,1807,Andre Carson,Active,Building,,
ID4373,Friedman Memorial Airport,10,1616 Airport Cir,Hailey,ID,83333,43.5067007,-114.30073,1035,2000,1602,Michael Simpson,Active,Building,,
UT1373,Meps Bldg,8,2830 S Redwood Rd,West Valley City,UT,84119,40.70931,-111.94,9032,2000,4902,Chris Stewart,Active,Building,,
KY3034,7 Youell Street Bldg.,4,7 Youell St,Florence,KY,41042,39.00116,-84.625321,13607,2000,2104,Thomas Massie,Active,Building,,
IL2680,3410 Hedley Road,5,3410 Hedley Rd,Springfield,IL,62711,39.7640397,-89.719595,2013,2000,1715,Mary Miller,Active,Building,,
CA7313,Cesar Chavez,9,2550 Cesar Chavez St,San Francisco,CA,94124,37.74953,-122.40167,33500,2000,611,Nancy Pelosi,Active,Building,,
OH2331,44 Stoneridge Drive,5,44 Stoneridge Dr,Frankfort,OH,45601,39.34637,-83.035651,11898,2000,3902,Brad Wenstrup,Active,Building,,
IL2562,600 Holiday Plaza Drive,5,600 Holiday Plaza Dr,Matteson,IL,60443,41.504373,-87.738152,13229,2008,1702,Robin Kelly,Active,Building,,
PA0870,517 Airport Drive,3,517 Airport Dr,Middletown,PA,17057,40.198,-76.767301,5000,1984,4210,Scott Perry,Active,Building,,
TX1732,Wilson Plaza,7,606 N Carancahua St,Corpus Christi,TX,78401,27.795942,-97.396907,2869,2000,4827,Michael Cloud,Active,Building,,
MO0562,Sammy L. Davis Federal Building 208,6,1655 Woodson Rd,Overland,MO,63114,38.68308,-90.365021,26108.73,1987,2901,Cori Bush,Active,Building,,
SC1149,Faber Plaza,4,4400 Leeds Av,North Charleston,SC,29405,32.844555,-80.022632,14493,2000,4506,James Clyburn,Active,Building,,
IL2160,O'Hare Lake Office Park,5,2400 E Devon Ave,Des Plaines,IL,60018,41.99654,-87.867161,8050,2000,1708,Raja Krishnamoorthi,Active,Building,,
VA0793,Sandston Plaza,3,245 E Williamsburg Rd,Sandston,VA,23150,37.52112,-77.307661,7228,2000,5104,Jennifer McClellan,Active,Building,,
IL2533,Springfield Il (3112 Constitution Dr) Ssa,5,3112 Constitution Dr,Springfield,IL,62704,39.74982,-89.714611,16861,2000,1713,Nikki Budzinski,Active,Building,,
CA6399,Century Center - Irvine,9,2601 Main St,Irvine,CA,92614,33.6821851,-117.8406585,13775,1985,647,Katie Porter,Active,Building,,
PA0866,8645 West Chester Pike,3,8645 W Chester Pike,Upper Darby,PA,19082,39.96742,-75.285701,7398,2009,4205,Mary Scanlon,Active,Building,,
NC1030,Greenville Bankruptcy Courthouse,4,150 Reade Cir,Greenville,NC,27858,35.6092016,-77.372776,25411,2013,3701,Donald Davis,Active,Building,,
NC2340,Coast Guard/Customs Bldg.,4,721 Medical Center Dr,Wilmington,NC,28401,34.1964,-77.934001,23420,2000,3707,David Rouzer,Active,Building,,
TN2070,Falls Building,4,22 N Front St,Memphis,TN,38103,35.14616,-90.053471,2594,2000,4709,Steve Cohen,Active,Building,,
WV0054,Federal Building Huntington,3,502 8Th St,Huntington,WV,25701,38.41876,-82.444791,126204.26,1960,5401,Carol Miller,Active,Building,,
CA6593,865 Fulton Mall,9,865 Fulton Mall,Fresno,CA,93721,36.73248,-119.78904,10555,2000,621,Jim Costa,Active,Building,,
TX2609,808 Mckee Street,7,808 Mckee St,Dallas,TX,75215,32.765589,-96.793938,7000,2000,4830,Jasmine Crockett,Active,Building,,
SD1294,First National Bank Building,8,909 Saint Joseph St,Rapid City,SD,57701,44.08069,-103.234,0,2000,4600,Dusty Johnson,Active,Building,,
CA7084,Greenleaf Square,9,7200 Greenleaf Ave,Whittier,CA,90602,33.97675,-118.037,10097,1981,638,Linda Sanchez,Active,Building,,
IL2388,Chicago Hts Il Ssa Building,5,104 S. Halsted St,Chicago Heights,IL,60411,41.5316379,-87.636023,15283,2000,1702,Robin Kelly,Active,Building,,
OH2199,Gallipolis Oh (2455 State Route 160) Ssa Building,5,2455 State Route 160,Gallipolis,OH,45631,38.84267,-82.230741,5725,2000,3902,Brad Wenstrup,Active,Building,,
CA0335,Sylpoe Nb Primary Inspection,9,795 E San Ysidro Blvd,San Ysidro,CA,92173,32.54367,-117.02866,43172.58,2014,652,Juan Vargas,Active,Building,,
NC1004,Rdu Center Drive,4,Rdu Center Dr,Morrisville,NC,27560,35.8531827,-78.7967957,20307,2024,3702,Deborah Ross,Active,Building,,
CO2030,Academy Downs -Lakewood,8,6950 W Jefferson Ave,Lakewood,CO,80235,39.64923,-105.073,0,2008,807,Brittany Pettersen,Active,Building,,
MO1923,10801 Pear Tree Lane,6,10801 Pear Tree Ln,St. Ann,MO,63074,38.73932,-90.371031,12928,2000,2901,Cori Bush,Active,Building,,
TX2936,One Main,7,1201 Main St,Dallas,TX,75202,32.78045,-96.802061,44255,1970,4830,Jasmine Crockett,Active,Building,,
AS7752,Pago Pago Airport,9,Tutuila Island,Pago Pago,AS,96799,-14.329803,-170.71385,1680,2000,6098,Aumua Amata Radewagen,Active,Building,,
NY7039,Colone Bldg,2,25 Main St,Oneonta,NY,13820,42.44769,-75.064121,5159,2000,3619,Marcus Molinaro,Active,Building,,
FL3128,Bldg B,4,2002 Old St Augustine Rd,Tallahassee,FL,32301,30.4267,-84.246541,4686,2000,1202,Neal Dunn,Active,Building,,
CA0501,Cwlpoe Historic Custom House,9,23 Heffernan Ave,Calexico,CA,92231,32.66527,-115.49521,6783.12,1933,625,Raul Ruiz,Active,Building,,
PA0760,Wilkes-Barre Scranton,3,100 Terminal Rd,Pittston,PA,18641,41.33624,-75.729014,1051,2000,4208,Matt Cartwright,Active,Building,,
DE0075,Blue Hen Corporate Center,3,655 S Bay Rd,Dover,DE,19901,39.1511161,-75.504568,20160,2000,1000,Lisa Blunt Rochester,Active,Building,,
CO1929,Corporate Center - Lakewood Closed,8,7401 W Mansfield Ave,Lakewood,CO,80235,39.64757,-105.079,0,2000,807,Brittany Pettersen,Active,Building,,
MI2202,Flint Mi (1149 Robert T Longway Blvd) Ssa Office,5,1149 Robert T Longway Blvd,Flint,MI,48503,43.025728,-83.683647,13764,2006,2608,Daniel Kildee,Active,Building,,
FL2515,Miramar Centre,4,3401 Sw 160Th Ave,Miramar,FL,33027,25.9771,-80.358461,11478,2000,1225,Debbie Wasserman Schultz,Active,Building,,
TX2713,4750 Canyon Drive,7,4750 Canyon Drive,Amarillo,TX,79109,35.156494,-101.87877,11808,2009,4813,Ronny Jackson,Active,Building,,
VA0480,111 Greencourt Rd.,3,111 Greencourt Rd,Henrico,VA,23228,37.61249,-77.498021,27229,2000,5104,Jennifer McClellan,Active,Building,,
TX2468,Marlandwood Central,7,1005 Marlandwood Rd,Temple,TX,76502,31.061817,-97.364741,1362,2001,4831,John Carter,Active,Building,,
MN0652,Warroad Mn Commercial Inspection Building 1,5,41059 State Highway 313,Warroad,MN,56763,48.990422,-95.370693,7945.22,2010,2707,Michelle Fischbach,Active,Building,,
IN1803,Fort Wayne In Office Of Hearings And Appeals,5,6511 Brotherhood Way,Fort Wayne,IN,46825,41.13879,-85.142131,14061,2000,1803,Jim Banks,Active,Building,,
PA0922,Fayette Plaza,3,627 Pittsburgh Rd,Uniontown,PA,15401,39.9247183,-79.726806,7367,2000,4214,Guy Reschenthaler,Active,Building,,
RI7114,20 Risho Street,1,Risho Ave,East Providence,RI,2914,41.7997608,-71.345563,12751,2000,4401,David N. Cicilline,Active,Building,,
OK1543,Reo Warehouse,7,2450 John Saxon Blvd,Norman,OK,73071,35.18833,-97.396051,1625,2000,4004,Tom Cole,Active,Building,,
MO2051,"Sba Towers, Llc",6,4202 E 103Rd St,Kansas City,MO,64137,38.941425,-94.540464,0,2000,2905,Emanuel Cleaver,Active,Structure,,
TX8013,Usbs Del Rio Site,7,3140 Spur 239 International Bridge,Del Rio,TX,78840,29.332185,-100.92143,0,2009,4823,Tony Gonzales,Active,Building,,
CA8191,Laguna Pointe Office,9,9245 Laguna Springs Dr,Elk Grove,CA,95758,38.42267,-121.3965,3223,2007,607,Doris Matsui,Active,Building,,
AK3428,4000 W 50Th Ave Bldg B,10,4000 W 50Th Ave,Anchorage,AK,99502,61.1753637,-149.96147,1317,2000,200,Mary Peltola,Active,Building,,
MT0561,Piegan Poe - Pumphouse/Water Treatment Plant,8,Pumphouse/Water Treatment Plant,Babb,MT,59411,48.99417,-113.38,906.14,2000,3001,Ryan Zinke,Active,Structure,,
SD1356,Canyon Lake Park Offices,8,4020 Jackson Blvd,Rapid City,SD,57702,44.06148,-103.286,4110,2000,4600,Dusty Johnson,Active,Building,,
TX2859,Towers At Central Park,7,12790 Merit Dr,Dallas,TX,75251,32.92305,-96.770811,27225,2000,4832,Colin Allred,Active,Building,,
VA1413,2415 Eisenhower Avenue,11,2415 Eisenhower Ave,Alexandria,VA,22314,38.8016461,-77.070384,682111,2000,5108,Donald Beyer,Active,Building,,
FL2194,Sun Center East,4,101 Se 2Nd Pl,Gainesville,FL,32601,29.64953,-82.323501,2628,2000,1203,Kat Cammack,Active,Building,,
CO0644,Dfc Bldg 64,8,W 6Th Ave & Kipling St,Lakewood,CO,80225,39.71765,-105.121,5587.98,1973,807,Brittany Pettersen,Active,Building,,
AL1348,114 Adris Place,4,114 Adris Pl,Dothan,AL,36303,31.244661,-85.459374,2490,2024,102,Barry Moore,Active,Building,,
CA6344,Southmark Finan Ctr,9,401 E Ocean Blvd,Long Beach,CA,90802,33.76719,-118.18729,0,1983,642,Robert Garcia,Active,Building,,
WI1802,100 East Wisconsin,5,100 E Wisconsin Ave,Milwaukee,WI,53202,43.0386475,-87.909579,0,2000,5504,Gwen Moore,Active,Building,,
CA7097,Monroe Center - Indio,9,46845 Monroe St,Indio,CA,92201,33.70794,-116.23401,10590,1997,625,Raul Ruiz,Active,Building,,
MN1742,910 East 2Nd Street,5,910 E 2Nd St,Winona,MN,55987,44.0470565,-91.613265,4123,2000,2701,Brad Finstad,Active,Building,,
MA5867,Century Tower Ii,1,210 High St,Holyoke,MA,1040,42.20718,-72.607161,10450,2000,2501,Richard Neal,Active,Building,,
TN2038,810 Broadway Bldg,4,810 Broadway,Nashville,TN,37203,36.1591,-86.782841,27442,2000,4707,Mark Green,Active,Building,,
NJ5076,1046 Route 47 South,3,1046 Route 47 S,Rio Grande,NJ,8242,39.01998,-74.888231,6120,2000,3402,Jefferson Van Drew,Active,Building,,
OH2407,Sandusky Oh Social Security Administration,5,252 Wayne St,Sandusky,OH,44870,41.45602,-82.709121,8870,2010,3909,Marcy Kaptur,Active,Building,,
PA0536,One Media Plaza,3,1023 E Baltimore Pike,Media,PA,19063,39.91597,-75.422061,3324,2000,4205,Mary Scanlon,Active,Building,,
TX2563,Brownsville/South Padre Island,7,International Blvd,Brownsville,TX,78521,25.9110138,-97.474369,975,2000,4834,Vicente Gonzalez,Active,Building,,
FL2922,Maritime Office Center,4,1 E 11Th St,Riviera Beach,FL,33404,26.77096,-80.052901,13296,2000,1220,Sheila Cherfilus-McCormick,Active,Building,,
DC0137,St E; 74; Admin Building,11,2701 Martin Luther King Jr Ave Se,Washington,DC,20032,38.85361,-77.000351,0,1904,1198,Eleanor Norton,Active,Building,,
MN1654,Highway 15 Business Center,5,3800 8Th St N,St. Cloud,MN,56303,45.56506,-94.204881,11810,2000,2706,Tom Emmer,Active,Building,,
MN1739,Associated Bank Building,5,206 Broadway Ave S,Rochester,MN,55904,44.021331,-92.46258,7354,2000,2701,Brad Finstad,Active,Building,,
IA1408,Tower Bank Bldg 100,6,201 Tower Park Dr,Waterloo,IA,50701,42.45619,-92.359351,2998.48,1991,1902,Ashley Hinson,Active,Building,,
AK3276,Ins Garage,10,1040 Gambell St,Anchorage,AK,99501,61.2119195,-149.87152,6857,2000,200,Mary Peltola,Active,Building,,
TX2356,Usbs Stanton St El Paso Administration Buildiing,7,1090 S Mesa St,El Paso,TX,79901,31.74961,-106.48413,8698,2000,4816,Veronica Escobar,Active,Building,,
VT0034,Montpelier Ssa,1,33 School St,Montpelier,VT,5602,44.26003,-72.573111,6453.68,1972,5000,Becca Balint,Active,Building,,
TX0977,Usbs Ysleta El Paso Narcotics Adminisrative Building,7,797 S Zaragoza Rd,El Paso,TX,79907,31.670786,-106.3316,3122.09,2008,4823,Tony Gonzales,Active,Building,,
FL1032,Live Oak Center,4,1525 Ohio Ave S,Live Oak,FL,32064,30.28168,-82.986021,4024,2000,1203,Kat Cammack,Active,Building,,
MT0043,Havre Border Patrol Sector Hea,8,2605 5Th Ave. South,Havre,MT,59501,48.52784,-109.681,1203.57,2009,3002,Matthew Rosendale,Active,Structure,,
OH2260,401 North Front Street,5,401 N Front St,Columbus,OH,43215,39.96978,-83.004401,41048,2000,3915,Mike Carey,Active,Building,,
WV0274,1103 George Kostas Drive,3,1103 George Kostas Dr,Logan,WV,25601,37.8546986,-82.036772,7852,1978,5401,Carol Miller,Active,Building,,
NY0217,Non-Commercial Secondary Inspection-Trout River Lpoe,2,17013 State Route 30,Constable,NY,12926,44.991702,-74.308257,1134.22,2020,3621,Elise Stefanik,Active,Building,,
NY7569,One World Trade Center 2014,2,1 World Trade Ctr,New York,NY,10007,40.711095,-74.014413,220609.93,2000,3610,Daniel Goldman,Active,Building,,
NM0575,Usbs Santa Teresa Exit Booth Nm0575,7,170 Pete V Domenci Highway,Placitas,NM,88008,31.787828,-106.67881,1145.37,2013,3502,Gabe Vasquez,Active,Building,,
GA2270,Columbus Metropolitan Airport,4,3250 West Britt David Rd.,Columbus,GA,31909,32.5282012,-84.955055,1277,2000,1303,A. Ferguson,Active,Building,,
AL2150,"Fbi Building, Mobile, Al",4,200 N Royal St,Mobile,AL,36602,30.69623,-88.041501,76112,2000,101,Jerry Carl,Active,Building,,
WI1641,Eau Claire Wi Social Security Administration,5,4120 Oakwood Hills Pkwy,Eau Claire,WI,54701,44.77411,-91.447471,12483,1997,5503,Derrick Van Orden,Active,Building,,
OH0194,John F Seiberling Fb & Us Cths,5,2 S Main St,Akron,OH,44308,41.08498,-81.517931,171329.16,1974,3913,Emilia Sykes,Active,Building,,
TX2341,First Financial Bank National,7,3471 Knickerbocker Rd,San Angelo,TX,76904,31.42007,-100.46933,1740,2000,4811,August Pfluger,Active,Building,,
NY7008,1400 Old Country Rd,2,1400 Old Country Rd,Westbury,NY,11590,40.75507,-73.552001,6462.5,2000,3603,George Santos,Active,Building,,
CA7075,8810 Rio San Diego Drive,9,8810 Rio San Diego Dr,San Diego,CA,92108,32.77704,-117.14097,131986,1988,651,Sara Jacobs,Active,Building,,
MS2131,Southaven Municipal Complex,4,8710 Northwest Dr,Southaven,MS,38671,34.988023,-90.004783,2070,2000,2801,Trent Kelly,Active,Building,,
MT5563,Dvd Properties Building,8,123 5Th Ave,Havre,MT,59501,48.55252,-109.675,2047.75,2000,3002,Matthew Rosendale,Active,Building,,
CA8186,2100 Franklin,9,2100 Franklin St,Oakland,CA,94612,37.8099113,-122.26664,30416,2000,612,Barbara Lee,Active,Building,,
VA0008,7980Science Applications Court,11,7980 Science Applications Ct,Vienna,VA,22182,38.90865,-77.219911,42251.93,1978,5111,Gerald Connolly,Active,Building,,
WY1244,Natrona Co Int'L Airport,8,8500 Airport Pkwy,Casper,WY,82604,42.89715,-106.465,7945.29,2000,5600,Harriet Hageman,Active,Building,,
LA0033,New Orleans Custom House,7,423 Canal St,New Orleans,LA,70130,29.95152,-90.066101,296229.07,1881,2202,Troy Carter,Active,Building,,
AR1279,Faulkner Natural Resource Ctr,7,110 S Amity Rd,Conway,AR,72032,35.0763,-92.412361,6995,2000,502,J. Hill,Active,Building,,
IL0302,Urbana Il U.S. Courthouse,5,201 S Vine St,Urbana,IL,61802,40.1112,-88.205641,45595.05,1994,1713,Nikki Budzinski,Active,Building,,
KY3127,"Msha Building, Hazard, Ky",4,145 Reynolds Ln,Hazard,KY,41701,37.2523682,-83.205435,8836,2000,2105,Harold Rogers,Active,Building,,
TX3052,13231 Champion Forest Dr,7,13231 Champion Forest Dr,Houston,TX,77069,29.980665,-95.514759,0,2000,4838,Wesley Hunt,Active,Building,,
TX2624,Frb Of Dallas/Houston Branch,7,1801 Allen Pkwy,Houston,TX,77019,29.75994,-95.384371,42829,2000,4818,Sheila Jackson Lee,Active,Building,,
TX2755,Bank Of America Plaza Tx2755,7,300 Convent St,San Antonio,TX,78205,29.42955,-98.490911,13300,1983,4835,Greg Casar,Active,Building,,
CA8094,Ice-Stockton,9,603 San Juan Ave,Stockton,CA,95203,37.95376,-121.32116,22012,2012,609,Josh Harder,Active,Building,,
NC1144,Park Office Center,4,800 Park Dr,Durham,NC,27709,35.8946314,-78.865287,39012,2000,3704,Valerie Foushee,Active,Building,,
GA2279,Southwest Ga Regional Airport,4,3905 Newton Rd,Albany,GA,31701,31.53342,-84.194181,963,2000,1302,Sanford Bishop,Active,Building,,
VA0732,300 Exploration Way,3,300 Exploration Way,Hampton,VA,23666,37.08215,-76.397691,97490,2000,5103,Robert Scott,Active,Building,,
MI2136,Miller Office Building,5,234 W Louis Glick Hwy,Jackson,MI,49201,42.2501,-84.411271,9957,2000,2605,Tim Walberg,Active,Building,,
NY0323,Silvio J Mollo Fb,2,1 Saint Andrews Plz,New York,NY,10007,40.712913,-74.00268,133533.62,1975,3610,Daniel Goldman,Active,Building,,
OK1398,635 South Park Dr,7,635 S Park Dr,Broken Bow,OK,74728,34.02079,-94.737641,2325,2000,4002,Josh Brecheen,Active,Building,,
NJ4653,2501-2515 Thomas Street,2,2501-2515 Thomas Street,Linden,NJ,7036,40.644181,-74.217036,37152,1980,3410,Donald Payne,Active,Building,,
OK1451,1409 E. Main Street,7,1409 E Main St,Weatherford,OK,73096,35.52932,-98.689641,4800,2000,4003,Frank Lucas,Active,Building,,
VA0046,Potomac Gateway South,11,2900 Crystal Dr,Arlington,VA,22202,38.84692,-77.052461,47252,1990,5108,Donald Beyer,Active,Building,,
NV0294,Bruce R. Thompson Courthouse,9,400 S Virginia St,Reno,NV,89501,39.52149,-119.81043,171227,1995,3202,Mark Amodei,Active,Building,,
DC0466,"518 23Rd Street, Nw",11,518 23Rd St Nw,Washington,DC,20037,38.8962362,-77.050164,2766,2000,1198,Eleanor Norton,Active,Building,,
MD1081,Annapolis Science Center,3,185 Admiral Cochrane Dr,Annapolis,MD,21401,38.9721057,-76.548132,9300,2009,2403,John Sarbanes,Active,Building,,
CA5961,1901 W. Pacific Avenue,9,1901 W Pacific Ave,West Covina,CA,91790,34.07354,-117.94377,3802,1984,631,Grace Napolitano,Active,Building,,
NY7246,222 Bloomingdale Road,2,222 Bloomingdale Rd,White Plains,NY,10605,41.02299,-73.758391,1910,2000,3616,Jamaal Bowman,Active,Building,,
NM0045,6Th Street Parking Lot,7,310 6Th St Sw,Albuquerque,NM,87102,35.0827039,-106.65436,0,1993,3501,Melanie Stansbury,Active,Structure,,
PA0951,3501 Concord Road,3,3501 Concord Rd,York,PA,17402,39.99067,-76.658541,23231,2000,4210,Scott Perry,Active,Building,,
CA0763,Federal Cntr Bldg 2B,9,620 Central Ave,Alameda,CA,94501,37.7714218,-122.27873,8327.88,1942,612,Barbara Lee,Excess,Building,,
CA8309,3265 N Lakewood Blvd,9,3265 N Lakewood Blvd,Long Beach,CA,90808,33.814521,-118.14106,34500,2000,642,Robert Garcia,Active,Building,,
CA8527,555 W Main Street,9,555 W Main St,Alhambra,CA,91801,34.092468,-118.1333611,8280,2023,628,Judy Chu,Active,Building,,
SD1234,Neighborhood Center,8,100 Samboy Street,Fort Thompson,SD,57339,44.07251,-99.4412,4870,2000,4600,Dusty Johnson,Active,Building,,
VT0028,Winston Prouty Fb,1,11 Lincoln St,Essex Junction,VT,5452,44.4915365,-73.111016,10920.82,1972,5000,Becca Balint,Active,Building,,
IL2635,1300 W. Third Street,5,1300 3Rd St,Granite City,IL,62040,38.6925895,-90.172192,75600,2000,1713,Nikki Budzinski,Active,Building,,
